SID,Nombre,Código,Organización,Latitud,Longitud,Altura,Medida,Valor,Confianza
21,"Captacion de Aguas Antofagasta en Lequena","02101004-9","dga",-21.5546001542262,-68.653370487878,0.0,"Temperatura",,0
80,"Río Toro antes Junta Río la Laguna","04302001-3","dga",-29.9711,-70.0928,2165.0,"Temperatura",,0
639,"San José Guayacán","AG302","agromet",-33.61527778,-70.35055556,921.0,"Temperatura",,0
307,"Río Truful en Camino Internacional","09400000-9","dga",-38.8444,-71.6536,520.0,"Temperatura",,0
83,"Elqui en Algarrobal","04320001-1","dga",-29.9953,-70.5867,760.0,"Temperatura",,0
195,"Laguna Invernada","07306000-1","dga",-35.725,-70.775,1317.0,"Temperatura",,0
20,"Loa ant. R. Lequena","02101001-4","dga",-21.6558,-68.6622,3315.0,"Temperatura",,0
752,"Chiu Chiu","AG262","agromet",-22.320236,-68.650542,2558.0,"Temperatura",,0
1366,"Mar Brava, Ancud","zx:00:00:00:00:4c","redmeteo",-41.887755,-73.991643,10.0,"Temperatura",,0
500,"Lago Verde","AG193","agromet",-40.165081,-72.633842833,246.0,"Temperatura",19.72,100
877,"Parral Norte ","AG103","agromet",-36.230277778,-71.732222222,206.0,"Temperatura",22.89,100
928,"Retiro Copihue","360047","dmc",-36.07555555555556,-71.75805555555556,162.0,"Temperatura",21.72,100
829,"Punta Lobos","AG365","agromet",-28.29765,-71.17817,28.0,"Temperatura",,0
866,"Las Lomillas - San Clemente","AG408","agromet",-35.5416389,-71.3182219,340.0,"Temperatura",22.75,100
778,"Perales","AG322","agromet",-38.663889,-72.808889,46.0,"Temperatura",18.43,100
222,"Longaví Quiriquina","07350001-K","dga",-36.2303,-71.4569,449.0,"Temperatura",,0
1428,"La Aurora","AG732","agromet",-33.429661,-71.029152,206.0,"Temperatura",23.37,100
382,"Lago Dickson","12280004-0","dga",-50.8228,-73.1125,200.0,"Temperatura",,0
1345,"Parque Nacional Conguillío","yy:00:00:00:00:34","redmeteo",-38.727589,-71.629769,997.0,"Temperatura",,0
1107,"Isla Chelin","AG638","agromet",-42.589153,-73.532906,53.0,"Temperatura",17.57,100
906,"San Rafael","AG94","agromet",-35.303611111,-71.475833333,151.0,"Temperatura",23.88,100
1344,"Pedro Aguirre Cerda","yy:00:00:00:00:33","redmeteo",-33.493938,-70.66456,530.0,"Temperatura",,0
589,"El Chalaco","AG384","agromet",-32.181267,-70.78492,893.0,"Temperatura",,0
1105,"Taplon","AG644","agromet",-38.83295,-72.506385,128.0,"Temperatura",18.2,100
238,"Claro Rauquen","07379002-6","dga",-35.4525,-71.7333,64.0,"Temperatura",,0
587,"Palquico","AG275","agromet",-32.25702783,-71.14163883,473.0,"Temperatura",22.53,100
147,"Río Mapocho en el Trebal","05737019-K","dga",-33.544999999999995,-70.81722222222221,429.0,"Temperatura",,0
430,"Río Grande en Tierra Del Fuego","12876001-6","dga",-53.8928,-68.8844,100.0,"Temperatura",,0
1481,"Contulmo Urbano","AG776","agromet",-38.018318,-73.230247,41.0,"Temperatura",20.05,100
607,"San Felipe","AG26","agromet",-32.755333,-70.706917,670.0,"Temperatura",26.38,100
1331,"Lonquimay","yy:00:00:00:00:0e","redmeteo",-38.446,-71.252,918.0,"Temperatura",,0
340,"Puelo en Carrera Basilio","10523002-8","dga",-41.6044,-72.2064,0.0,"Temperatura",,0
397,"Río Serrano en Desembocadura","12289001-5","dga",-51.3328,-73.1092,25.0,"Temperatura",,0
202,"Embalse Melado","07317004-4","dga",-35.76138888888889,-71.09194444444444,675.0,"Temperatura",,0
1274,"Tres Quebradas","CEAZA_TQ_Tres Quebradas","ceaza",-31.47222,-70.61349,2801.0,"Temperatura",,0
1307,"Río Lebu en las Corrientes","08720001-9","dga",-37.60166666666667,-73.48777777777778,60.0,"Temperatura",,0
782,"C. Llollinco","AG182","agromet",-38.976944,-72.997777833,46.0,"Temperatura",18.13,100
942,"Río Renegado en Invernada","08130001-1","dga",-36.8606,-71.6253,710.0,"Temperatura",,0
153,"Laguna el Yeso","06000004-2","dga",-34.4078,-70.21,2140.0,"Temperatura",,0
1410,"Copayapu","AG702","agromet",-27.456639,-70.264139,469.0,"Temperatura",,0
1210,"LAGUNA ACULEO","05716005-5","dga",-33.8858,-70.8775,375.0,"Temperatura",,0
1111,"La Florida, La Serena Ad.","290004","dmc",-29.9175,-71.20333,142.0,"Temperatura",16.96,100
1341,"DADA DE BAJA: Pitrufquén - Colegio Madres Dominicas","yy:00:00:00:00:30","redmeteo",-38.985478,-72.6369,86.0,"Temperatura",,0
772,"Nueva Imperial ","AG126","agromet",-38.761388889,-72.8775,43.0,"Temperatura",20.58,100
121,"Río Maipo en Queltehues","05701009-6","dga",-3.5916666666666663,-7.025555555555555,1317.0,"Temperatura",,0
793,"Allipén","AG423","agromet",-38.9997222,-72.5210833,127.0,"Temperatura",18.93,100
124,"Laguna Negra","05703009-7","dga",-33.66583333333333,-70.10777777777777,2780.0,"Temperatura",,0
1202,"SAN ANTONIO (PTA. PANUL)","05530002-K","dga",-33.5747,-71.625,84.0,"Temperatura",,0
1394,"San José de la Mariquina (CEHUMet)","zx:00:00:00:00:62","redmeteo",-39.5,-73.01,7.0,"Temperatura",,0
364,"Río Nef antes Junta Estero el Revalse","11532000-9","dga",-47.1378,-73.0869,281.0,"Temperatura",,0
582,"Emiliana","AG216","agromet",-33.361388889,-71.309166667,309.0,"Temperatura",,0
54,"Toconao Quebrada 4","02500026-9","dga",-23.1531,-67.8983,3465.0,"Temperatura",,0
208,"Cn Evac. C Pehuenche","07321005-4","dga",-35.7275,-71.1667,0.0,"Temperatura",,0
1280,"Victoria (Reg.)","380063","dmc",-38.22889,-72.33889,336.0,"Temperatura",19.81,100
1134,"Pichasca","CEAZA_PICHA_Pichasca","ceaza",-30.41323,-70.90276999999999,670.0,"Temperatura",21.68,100
646,"William Fevre","AG219","agromet",-33.671388889,-70.581666667,666.0,"Temperatura",20.35,100
75,"El Transito","03806002-3","dga",-28.8731,-70.2822,1100.0,"Temperatura",,0
1371,"Luis Felipe Edwards-Las Rosas","AG694","agromet",-35.889749,-71.856565,120.0,"Temperatura",,0
348,"Río Palena Bajo Junta Rosselot","11040001-2","dga",-43.8189,-72.3833,40.0,"Temperatura",,0
846,"San Pedro-Pencahue","AG253","agromet",-35.333888889,-71.769166667,69.0,"Temperatura",24.53,100
18,"Quebrada Tar. Sibaya","01730007-5","dga",-19.7831,-69.1433,2830.0,"Temperatura",,0
1115,"Las Vizcachas Aguas Andinas","330117","dmc",-33.59611,-70.54222,730.0,"Temperatura",,0
3,"Parinacota Ex Endesa","01020017-2","dga",-18.2042,-69.2683,4420.0,"Temperatura",,0
911,"Cerro Sombrero, Arica","180042","dmc",-18.5125,-70.26555555555555,122.0,"Temperatura",23.6,100
1153,"La Laguna [Elqui]","CEAZA_LAGEL_La Laguna [Elqui]","ceaza",-30.20311,-70.03721999999999,3209.0,"Temperatura",16.33,100
1383,"Punta Lengua de Vaca","CEAZA_PLV_Punta Lengua de Vaca","ceaza",-30.244859,-71.633063,17.0,"Temperatura",,0
28,"Río Loa en Vado Santa Barbara","02104013-4","dga",-21.9719,-68.6083,3027.0,"Temperatura",,0
204,"Armerillo","07320002-4","dga",-35.7011,-71.0772,492.0,"Temperatura",,0
1219,"CERRILLOS DE LEYDA","05748003-3","dga",-33.6344,-71.5106,195.0,"Temperatura",,0
1378,"Pirque","yy:00:00:00:00:55","redmeteo",-33.632903,-70.552158,690.0,"Temperatura",23.54,100
1473,"Fundo el Maitén, Paillaco","400060","dmc",-40.08361,-72.65889,194.0,"Temperatura",,0
1365,"Pitrufquén - Colegio Madres Dominicas (estacion DAVIS)","wl:1d:0a:01:1f:f7","redmeteo",-38.985478,-72.6369,86.0,"Temperatura",,0
1212,"QUEBRADA RAMON EN RECINTO EMOS","05730008-6","dga",-33.4331,-70.5142,846.0,"Temperatura",,0
329,"Río Forrahue en Río Negro","10355003-3","dga",-40.7956,-73.2144,52.0,"Temperatura",,0
113,"Pozo Martinez","05410023-K","dga",-32.776944444444446,-70.71472222222222,0.0,"Temperatura",,0
1332,"Tiltil","wl:1d:0a:00:4b:ac","redmeteo",-33.077246944904,-70.925032186509,590.1,"Temperatura",27.18,100
295,"Estero Plegarias antes de Jta Río Curanilahue","08700003-6","dga",-37.4878,-73.3442,149.0,"Temperatura",,0
1431,"El Villorrio","AG730","agromet",-33.562443,-70.875305,399.0,"Temperatura",23.57,100
149,"Estero Puangue en Ruta 78","05746001-6","dga",-33.6614,-71.3372,93.0,"Temperatura",,0
613,"Casa Marín","AG215","agromet",-33.524444444,-71.545555556,28.0,"Temperatura",,0
1429,"Chorrillos","AG740","agromet",-33.34368,-70.8185,477.0,"Temperatura",25.34,100
811,"Cerro Blanco","AG309","agromet",-18.575,-70.07,521.0,"Temperatura",21.44,100
1400,"Catapilco","AG279","agromet",-32.56033283,-71.311806,81.0,"Temperatura",18.44,100
1474,"Liceo Polivalente San Nicolás","360097","dmc",-36.50556,-72.21944,118.0,"Temperatura",25.27,100
572,"Octay","AG200","agromet",-40.957155833,-72.885495,177.0,"Temperatura",19.13,100
417,"Penitente Alto","12620000-5","dga",-52.2092,-71.6806,290.0,"Temperatura",,0
1294,"Cerro la Silla, observatorio astronómico","290013","dmc",-29.25833,-70.73444,2377.0,"Temperatura",19.72,100
529,"Combarbalá","AG16","agromet",-31.188333333,-70.998888889,934.0,"Temperatura",25.5,100
618,"Rinconada","AG25","agromet",-32.837055556,-70.692527778,721.0,"Temperatura",21.98,100
1102,"El Vergel","AG646","agromet",-37.8278098,-72.6596649,78.0,"Temperatura",22.97,100
1377,"Quilitapia","yy:00:00:00:00:54","redmeteo",-31.177063,-71.160981,827.0,"Temperatura",23.05,100
176,"Estero Chimbarongo Bajo Embalse Convento Viejo","06034022-6","dga",-34.7647,-71.1372,245.0,"Temperatura",,0
315,"Río Tolten en Coipue","09423001-2","dga",-39.1,-72.3833,200.0,"Temperatura",,0
1447,"Glaciar Unión","950008","dmc",-79.76833,-82.91139,768.0,"Temperatura",,0
1313,"Ajial de Quiles","AG661","agromet",-30.920303,-71.3841,461.0,"Temperatura",18.97,100
590,"El Sobrante","AG379","agromet",-32.228794,-70.799309,772.0,"Temperatura",,0
1463,"Cerro Tres Puntas (Refugio Andino)","cr2_01","estaciones_andinas_cr2",-33.318,-70.233,3658.0,"Temperatura",9.45,100
919,"Monte Patria, Municipalidad","300047","dmc",-30.698333333333334,-70.95777777777778,406.0,"Temperatura",23.2,100
920,"Llay Llay, Las Peñas","320045","dmc",-32.88138888888889,-70.91305555555556,436.0,"Temperatura",,0
571,"Huyar Alto","AG197","agromet",-42.403919,-73.568191833,157.0,"Temperatura",17.83,100
52,"Paso Sico","02450000-4","dga",-23.8217,-67.44,4295.0,"Temperatura",,0
353,"Coyhaique","11316003-9","dga",-45.5739,-72.0286,343.0,"Temperatura",,0
558,"Colegual","AG196","agromet",-41.221842833,-73.259855833,176.0,"Temperatura",17.42,100
1364,"San Miguel","zx:00:00:00:00:4a","redmeteo",-33.506688,-70.650813,580.0,"Temperatura",26.48,100
626,"La Junta","AG392","agromet",-43.916933,-72.387343,106.0,"Temperatura",16.22,100
922,"Zapallar Catapilco","320063","dmc",-32.561388888888885,-71.29777777777778,81.0,"Temperatura",17.73,100
1248,"LAGO GENERAL CARRERA EN PUERTO GUADAL","11523002-6","dga",-46.8411,-72.6975,205.0,"Temperatura",,0
1461,"Curacaví Norte","yy:00:00:00:00:6f","redmeteo",-33.3288113,-71.1274309,315.0,"Temperatura",25.48,100
1304,"Lago Villarrica en Sector la Poza","09420007-5","dga",-39.276666666666664,-71.97694444444444,0.0,"Temperatura",,0
1402,"San Antonio de Duqueco","yy:00:00:00:00:64","redmeteo",-37.57,-72.02,214.0,"Temperatura",20.87,100
1343,"Entre Lagos","yy:00:00:00:00:32","redmeteo",-40.683688,-72.59968,200.0,"Temperatura",,0
834,"Tranque Lautaro","AG3","agromet",-27.975583333,-70.0,1133.0,"Temperatura",26.53,100
692,"Peumo Norte Ex Las Cabras ","AG71","agromet",-34.326944444,-71.258888889,144.0,"Temperatura",23.81,100
935,"Río Copiapo en Ciudad de Copiapo","03450001-0","dga",-27.365555555555556,-70.34083333333332,0.0,"Temperatura",,0
903,"La Cruz","AG33","agromet",-32.8,-71.2,249.0,"Temperatura",19.46,100
757,"Socaire","AG156","agromet",-23.590585833,-67.890062833,3272.0,"Temperatura",23.03,100
1258,"RIO AZOPARDO EN DESEMBOCADURA","12825002-6","dga",-54.5028,-68.8244,32.0,"Temperatura",,0
71,"Portezuelo el Gaucho","03800000-4","dga",-28.62638888888889,-70.04722222222222,4000.0,"Temperatura",,0
38,"Captacion de Aguas Antofagasta en Puente Negro","02110020-K","dga",-22.4473737936649,-68.902280852727,0.0,"Temperatura",,0
951,"Los Espinos","AG623","agromet",-32.8901667,-70.3821388,1190.0,"Temperatura",26.15,100
163,"Laguna los Cristales","06013008-6","dga",-34.5606,-70.5097,2343.0,"Temperatura",,0
621,"Olmué","AG37","agromet",-33.021944444,-71.186388889,151.0,"Temperatura",19.51,100
118,"Rodelillo","05510001-2","dga",-33.0503,-71.5833,110.0,"Temperatura",,0
1308,"Río Huemules en Glaciar Steffen","11480000-7","dga",-73.67333333333333,-47.5425,23.0,"Temperatura",,0
354,"Coyhaique Alto","11316004-7","dga",-45.4803,-71.6044,730.0,"Temperatura",,0
578,"Cuncumén","AG559","agromet",-33.736215,-71.421579,172.0,"Temperatura",19.16,100
248,"Río Itata en Paso Hondo","08140002-4","dga",-36.6261,-72.4892,26.0,"Temperatura",,0
817,"Colonia JF Lluta Bajo","AG146","agromet",-18.413709833,-70.206109833,225.0,"Temperatura",22.6,100
356,"Río Blanco antes Junta Río Aysen","11337001-7","dga",-45.4,-72.6,21.0,"Temperatura",,0
914,"Ollagüe","210901","dmc",-21.224166666666665,-68.25583333333333,3703.0,"Temperatura",15.23,100
191,"Laguna del Maule","07300000-9","dga",-36.025,-70.55,2180.0,"Temperatura",,0
713,"Coltauco","AG69","agromet",-34.237777778,-71.005,305.0,"Temperatura",24.01,100
145,"Mapocho Rinconada  de Maipu","05737002-5","dga",-33.4961,-70.8167,440.0,"Temperatura",,0
775,"Puala","AG315","agromet",-39.381944,-71.5725,388.0,"Temperatura",19.41,100
771,"Sta. Adela","AG191","agromet",-38.756110833,-72.891389,45.0,"Temperatura",18.79,100
1404,"El Melon","yy:00:00:00:00:66","redmeteo",-32.69389,-71.20983,245.0,"Temperatura",21.19,100
1338,"Nancagua","yy:00:00:00:00:29","redmeteo",-34.658317,-71.268916,182.0,"Temperatura",24.56,100
1118,"El Tepual  Puerto Montt Ap.","410005","dmc",-41.435,-73.08472,85.0,"Temperatura",17.88,100
402,"Cordillera Riesco","12449002-2","dga",-52.8425,-71.7642,456.0,"Temperatura",,0
1443,"Los Lagos (CEHUMet)","zx:00:00:00:00:67","redmeteo",-39.87,-72.81,25.0,"Temperatura",25.1,100
1188,"IGLESIA COLORADA","03414002-2","dga",-28.1572,-69.8808,1546.0,"Temperatura",,0
874,"Villa Alegre","AG104","agromet",-35.696111111,-71.682222222,124.0,"Temperatura",24.36,100
1387,"La Calera","yy:00:00:00:00:5b","redmeteo",-32.79,-71.2,216.0,"Temperatura",19.94,100
1112,"Pudahuel Santiago","330021","dmc",-33.39194,-70.79639,482.0,"Temperatura",25.72,100
371,"Caleta Tortel","11546001-3","dga",-47.7997,-73.5358,10.0,"Temperatura",,0
1432,"Santa Amelia","AG734","agromet",-33.668744,-70.912195,354.0,"Temperatura",23.61,100
783,"Huiscapi","AG316","agromet",-39.263333,-72.398889,262.0,"Temperatura",18.43,100
809,"Puro Chile - Lluta medio","AG148","agromet",-18.452168,-70.067102,564.0,"Temperatura",20.6,100
934,"Copiapó en La Puerta","03431001-7","dga",-27.8044,-70.1269,915.0,"Temperatura",,0
1281,"El Jote","CEAZA_EJT_El Jote","ceaza",-30.40527,-70.27948,3660.0,"Temperatura",12.71,100
605,"La Patagua","AG387","agromet",-32.523449,-71.177979,183.0,"Temperatura",,0
230,"Ancoa El Morro","07355002-5","dga",-35.9086,-71.2981,402.0,"Temperatura",,0
14,"Río Codpa en Cala-cala","01410004-0","dga",-18.8269,-69.6669,1745.0,"Temperatura",,0
1477,"Santa Rita - Alhué","AG765","agromet",-34.028,-71.1429,154.0,"Temperatura",23.93,100
665,"HUELQUEN","AG47","agromet",-33.862083333,-70.639194444,433.0,"Temperatura",19.18,100
848,"Lontue","AG92","agromet",-35.049722222,-71.248055556,230.0,"Temperatura",,0
603,"La Higuera","AG272","agromet",-32.49269683,-71.15288083,133.0,"Temperatura",,0
442,"Universidad Católica del Norte, Antofagasta","230002","dmc",-23.6789,-70.4097,31.0,"Temperatura",21.68,100
381,"Río Paine en Parque Nacional 2","12280002-4","dga",-50.9603,-72.7925,90.0,"Temperatura",,0
1114,"Arrayán Aguas Andinas","330116","dmc",-33.33611,-70.4575,1008.0,"Temperatura",,0
1127,"La Serena [El Romeral]","CEAZA_5_La Serena [El Romeral]","ceaza",-29.75406,-71.25744,162.0,"Temperatura",17.09,100
671,"El Colorado","AG300","agromet",-33.35,-70.29361111,2746.0,"Temperatura",,0
436,"Puerto Navarino","12930004-3","dga",-54.9256,-68.3236,10.0,"Temperatura",,0
712,"Nancagua 2","AG75","agromet",-34.660833333,-71.283611111,188.0,"Temperatura",23.27,100
405,"San Gregorio","12530001-4","dga",-52.5664,-70.0706,3.0,"Temperatura",,0
907,"Faja Maisan","AG617","agromet",-39.071148,-72.92198,55.0,"Temperatura",17.06,95
889,"Yerbas Buenas","AG97","agromet",-35.743888889,-71.573055556,150.0,"Temperatura",21.89,100
491,"Las Lomas","AG266","agromet",-39.700929,-73.014793,25.0,"Temperatura",18.66,100
217,"Perquilauquen San Manuel","07330001-0","dga",-36.3758,-71.6233,266.0,"Temperatura",,0
1167,"RIO LAUCA EN JAPU (O EN EL LIMITE)","01021001-1","dga",-18.5833,-69.0467,3907.0,"Temperatura",,0
562,"Los Canelos","AG199","agromet",-41.481326,-73.474378,108.0,"Temperatura",18.4,100
419,"Villa Tehuelche","12622002-2","dga",-52.4414,-71.4022,190.0,"Temperatura",,0
49,"Quebrada Farellones","02240004-5","dga",-23.6144,-70.3703,185.0,"Temperatura",,0
937,"Isla de Pascua","05610001-6","dga",-27.13361111111111,-109.3517746,0.0,"Temperatura",,0
873,"J. Bouchon","AG241","agromet",-35.569166667,-71.995277778,174.0,"Temperatura",22.98,100
581,"Casablanca","AG38","agromet",-33.320833333,-71.437222222,263.0,"Temperatura",19.75,100
378,"Glaciar Tempano","12000000-4","dga",-48.83555555555556,-74.18305555555555,20.0,"Temperatura",,0
620,"Errazuriz","AG213","agromet",-32.898611111,-71.351666667,116.0,"Temperatura",,0
327,"Río Rahue en Desague Lago Rupanco","10340001-5","dga",-40.7889,-72.6889,130.0,"Temperatura",,0
836,"Hornitos","AG5","agromet",-27.728888889,-70.196666667,769.0,"Temperatura",23.04,100
199,"Maule b Bt. Maule C. Pehuenche","07308002-9","dga",-35.7728,-71.0019,0.0,"Temperatura",,0
1143,"UCN Guayacan","CEAZA_UCNG_UCN Guayacan","ceaza",-29.96663,-71.35284,1.0,"Temperatura",,0
1194,"LA LAGUNA EMBALSE","04301005-0","dga",-30.2033,-70.0422,3150.0,"Temperatura",,0
1414,"Imperial Alto","AG716","agromet",-28.613677,-70.709382,483.0,"Temperatura",20.33,100
579,"Ventisquero - Leyda","AG367","agromet",-33.68548333,-71.54943056,221.0,"Temperatura",17.42,100
182,"Teno después de Junta","07104002-K","dga",-34.9961,-70.8206,647.0,"Temperatura",,0
420,"Monte Aymond","12680001-0","dga",-52.1644,-69.6078,160.0,"Temperatura",,0
1179,"RIO SALADO A. J. CURTI","02105001-6","dga",-22.2792,-68.2428,3067.0,"Temperatura",,0
1359,"Quintero","yy:00:00:00:00:43","redmeteo",-32.785553,-71.534603,42.0,"Temperatura",17.65,100
884,"Cauquenes","AG164","agromet",-35.955973,-72.289938,168.0,"Temperatura",26.25,100
398,"Río Serrano en Desague Lago Del Toro","12289002-3","dga",-51.2,-72.9333,30.0,"Temperatura",,0
563,"Río Negro","AG140","agromet",-40.764722222,-73.151944444,82.0,"Temperatura",18.71,100
666,"Santa Carolina","AG249","agromet",-33.599722222,-70.649722222,618.0,"Temperatura",,0
490,"MAFIL","AG132","agromet",-39.631388889,-72.948333333,30.0,"Temperatura",18.55,100
228,"Canal Maitenes en Bocatoma","07352004-5","dga",-36.0733,-71.6972,0.0,"Temperatura",,0
162,"Claro Hac. Las Nieves","06013001-9","dga",-34.4922,-70.7028,720.0,"Temperatura",,0
1239,"MARIN BALMACEDA","11043001-9","dga",-43.7717,-72.9547,10.0,"Temperatura",,0
380,"Fiordo Amalia","12210000-6","dga",-50.961111111111116,-73.76777777777778,30.0,"Temperatura",,0
258,"Pangue en Captación","08313000-8","dga",-37.8986,-71.5806,550.0,"Temperatura",,0
484,"Escuela Alberto Hurtado","530008","dmc",-53.1392,-70.9167,60.0,"Temperatura",10.53,100
468,"General Bernardo O'Higgins, Chillán Ad.","360011","dmc",-36.5872,-72.04,151.0,"Temperatura",24.39,100
469,"Termas de Chillán","360042","dmc",-36.9036,-71.41,1708.0,"Temperatura",19.03,100
800,"Curacautín-San Luis","AG190","agromet",-38.401667,-71.9025,566.0,"Temperatura",17.9,100
34,"Captaciones Codelco en Salado-hojalar","02105034-2","dga",-22.2815459067769,-68.2353060926223,3086.0,"Temperatura",,0
157,"Cachapoal Pte Termas C","06008005-4","dga",-34.25,-70.5667,700.0,"Temperatura",,0
515,"Recoleta","AG13","agromet",-30.490916667,-71.165777778,403.0,"Temperatura",23.12,54
93,"Río Choapa en Salamanca","04711001-7","dga",-31.8117,-70.9303,500.0,"Temperatura",,0
810,"Azapa2","AG2","agromet",-18.520444444,-70.232666667,214.0,"Temperatura",23.14,100
638,"Til til","AG41","agromet",-33.121333333,-70.834777778,550.0,"Temperatura",26.54,100
526,"Los Vilos - Quebrachar","AG393","agromet",-31.8603889,-71.4395833,66.0,"Temperatura",18.33,100
896,"Toconao","AG157","agromet",-23.1905,-68.007169,2476.0,"Temperatura",22.78,100
773,"San Rafael","AG519","agromet",-38.070667,-72.724176,172.0,"Temperatura",20.88,100
918,"Ovalle Escuela Agrícola","300024","dmc",-30.58,-71.18666666666667,310.0,"Temperatura",19.71,100
300,"Cholchol en Cholchol","09116001-3","dga",-38.6081,-72.8478,20.0,"Temperatura",,0
223,"Río Bullileo en Santa Filomena","07350002-8","dga",-36.2567,-71.4189,513.0,"Temperatura",,0
754,"Toconao","AG297","agromet",-23.18611111,-68.00555556,2485.0,"Temperatura",,0
105,"Portillo","05401007-9","dga",-32.84444444444445,-70.11083333333333,3000.0,"Temperatura",,0
826,"Visviri","AG152","agromet",-17.594605,-69.477417,4076.0,"Temperatura",11.32,100
856,"Via Wines","AG592","agromet",-35.0904667,-71.177367,304.0,"Temperatura",,0
1329,"Paine","yy:00:00:00:00:08","redmeteo",-33.789576,-70.634902,449.0,"Temperatura",23.69,100
1264,"Arica Oficina","01310018-7","dga",-18.4775,-70.3208,20.0,"Temperatura",,0
804,"Estancia Zenia","AG459","agromet",-53.319496,-69.698147,126.0,"Temperatura",11.01,100
1438,"VP - Curicó","AG743","agromet",-35.023972,-71.151389,250.0,"Temperatura",21.67,100
1479,"Santa Rita - Apalta","AG767","agromet",-34.6094,-71.2854,185.0,"Temperatura",23.43,100
1151,"Estero Derecho","CEAZA_EDER_Estero Derecho","ceaza",-30.38407,-70.41286,3020.0,"Temperatura",15.2,100
1389,"Los Ciruelos (CEHUMet)","zx:00:00:00:00:5d","redmeteo",-39.54,-72.87,13.0,"Temperatura",20.37,100
619,"Quillota","AG32","agromet",-32.892388889,-71.206722222,143.0,"Temperatura",18.84,100
57,"Baquedano","02710002-3","dga",-23.3336,-69.8397,1032.0,"Temperatura",,0
1392,"Valdivia (CEHUMet)","zx:00:00:00:00:60","redmeteo",-39.79,-73.25,6.0,"Temperatura",17.89,100
784,"Vida Nueva","AG433","agromet",-39.1963889,-72.2613611,264.0,"Temperatura",18.1,100
320,"Río Leufucade en Purulon","10133000-1","dga",-39.4781,-72.6908,97.0,"Temperatura",,0
1214,"CALEU","05733007-4","dga",-33.0053,-70.9933,1135.0,"Temperatura",,0
1330,"Papudo","yy:00:00:00:00:09","redmeteo",-32.507882,-71.445437,35.0,"Temperatura",,0
648,"TALAGANTE","AG45","agromet",-33.67325,-70.921138889,344.0,"Temperatura",23.08,100
1266,"Iquique","01820001-5","dga",-20.2153,-70.1361,50.0,"Temperatura",,0
762,"Traiguén","AG123","agromet",-38.357222222,-72.5475,249.0,"Temperatura",19.53,100
687,"Siegel","AG587","agromet",34.525449,-70.887584,352.0,"Temperatura",,0
270,"Río Mulchen en Mulchen","08330001-9","dga",-37.7167,-72.25,120.0,"Temperatura",,0
1464,"Santa Carolina - Llallauquén","AG760","agromet",-34.22344,-71.41124,132.0,"Temperatura",,0
1335,"Punitaqui","wl:1d:0a:00:d0:a7","redmeteo",-30.77895,-71.27168,198.9,"Temperatura",,0
1362,"Temuco sector Estadio G. Becker","yy:00:00:00:00:48","redmeteo",-38.74588,-72.626911,110.0,"Temperatura",19.43,100
413,"Canal de Trasvase Estero Llau-Llau","12586009-5","dga",-53.125,-70.9358,80.0,"Temperatura",,0
250,"Río Andalien Camino a Penco","08220001-0","dga",-36.8167,-73.0333,18.0,"Temperatura",,0
122,"Río Volcan en Queltehues","05702001-6","dga",-33.8056,-70.2089,1365.0,"Temperatura",,0
273,"Río Malleco en Collipulli","08351001-3","dga",-37.9647,-72.4361,153.0,"Temperatura",,0
1440,"VP - Retiro","AG745","agromet",-36.018778,-71.772639,152.0,"Temperatura",23.25,100
744,"Trehualemu Ex - San Ignacio Sur","AG109","agromet",-36.920833333,-71.893333333,374.0,"Temperatura",22.67,100
210,"Cn Maule N Alto P Nevado","07321007-0","dga",-35.7147,-71.1806,0.0,"Temperatura",,0
868,"Rarin","AG293","agromet",-34.765667,-71.956667,22.0,"Temperatura",21.45,100
390,"Cerro Castillo","12284010-7","dga",-51.26,-72.3272,130.0,"Temperatura",,0
867,"Casas Patronales","AG240","agromet",-35.491666667,-71.445555556,206.0,"Temperatura",,0
103,"Alicahue Collihuay","05200001-7","dga",-32.33,-70.7381,780.0,"Temperatura",,0
608,"Curimón","AG290","agromet",-32.799972,-70.700306,698.0,"Temperatura",25.66,100
949,"Río Hollemberg en Desembocadura","12400004-1","dga",-51.9056,-72.4236,14.0,"Temperatura",,0
711,"Rapel ","AG70","agromet",-34.216666667,-71.3,122.0,"Temperatura",24.02,100
685,"Anakena","AG227","agromet",-34.304722222,-70.771666667,393.0,"Temperatura",,0
635,"De Martino","AG222","agromet",-33.581944444,-70.880555556,389.0,"Temperatura",,0
1227,"COLORADO","07378003-9","dga",-35.6381,-71.2606,439.0,"Temperatura",,0
1160,"Canal Lauca Sector las Rejas Km 26","01020019-9","dga",-18.331666666666667,-75.44722222222222,4378.0,"Temperatura",,0
576,"Desagüe Rupanco","AG271","agromet",-40.752634,-72.663894,268.0,"Temperatura",19.18,100
917,"Vicuña, Parque Los Pimientos","300046","dmc",-30.033611111111114,-70.69722222222222,642.0,"Temperatura",22.3,100
310,"Río Turbio en Puente Turbio","09414003-K","dga",-39.29972222222222,-71.89527777777778,300.0,"Temperatura",,0
1408,"Altar de la Virgen","AG712","agromet",-27.99994,-69.98,1147.0,"Temperatura",27.46,100
116,"Pozo Rabuco","05423019-2","dga",-32.86083333333333,-71.11583333333333,0.0,"Temperatura",,0
709,"Lapostolle-Apalta","AG232","agromet",-34.593611111,-71.302222222,237.0,"Temperatura",26.13,100
