SID,Nombre,Código,Organización,Latitud,Longitud,Altura,Medida,Valor,Confianza
875,"Torres","AG242","agromet",-35.567222222,-72.29,429.0,"Temperatura",,0
696,"QUINTA TILCOCO","AG57","agromet",-34.362,-70.935277778,297.0,"Temperatura",24.45,100
755,"Camar","AG487","agromet",-23.407102,-67.963735,2697.0,"Temperatura",20.84,100
1,"Visviri","01000005-K","dga",-17.595,-69.4831,4080.0,"Temperatura",,0
1411,"Las Canteras","AG704","agromet",-27.742834,-70.182129,789.0,"Temperatura",25.31,100
190,"Gualleco","07200001-3","dga",-35.2439,-71.98,100.0,"Temperatura",,0
933,"Magallanes Villa Tehuelche","520015","dmc",-52.428888888888885,-71.41611111111112,176.0,"Temperatura",11.2,100
573,"Frutillar","AG141","agromet",-41.028888889,-73.044166667,133.0,"Temperatura",,0
686,"Requinoa","AG82","agromet",-34.321667,-70.833694,373.0,"Temperatura",24.78,100
663,"San Pedro de Melipilla","AG268","agromet",-33.897935,-71.452881,143.0,"Temperatura",20.44,100
444,"Taltal","250005","dmc",-25.4111,-70.4842,37.0,"Temperatura",20.43,100
736,"Bulnes","AG112","agromet",-36.735555556,-72.366944444,74.0,"Temperatura",18.39,91
520,"Tamaya","AG212","agromet",-30.566388889,-71.396111111,292.0,"Temperatura",,0
1451,"Boonen Rivera","950012","dmc",-63.5375,-57.40889,124.0,"Temperatura",,0
1413,"Nantoco","AG710","agromet",-27.55176,-70.26957,562.0,"Temperatura",22.11,100
1324,"Quilpué","yy:00:00:00:00:02","redmeteo",-33.076,-71.421,170.0,"Temperatura",,0
947,"Quemchi","10900001-9","dga",-42.1408,-73.4731,5.0,"Temperatura",,0
1441,"La Unión, Liceo Politécnico","400058","dmc",-40.31,-73.00389,60.0,"Temperatura",,0
404,"Río Verde","12454001-1","dga",-52.6042,-71.5019,10.0,"Temperatura",,0
305,"Estero Botrolhue en Temuco","09129008-1","dga",-38.7328,-72.6456,106.0,"Temperatura",,0
244,"Río Chillan en Esperanza N 2","08117006-1","dga",-36.8,-71.6608,586.0,"Temperatura",,0
1357,"Concón","yy:00:00:00:00:41","redmeteo",-32.921228,-71.513496,44.0,"Temperatura",,0
851,"San Pedro-Molina","AG252","agromet",-35.103055556,-71.338333333,225.0,"Temperatura",24.38,100
383,"Lago Paine","12280006-7","dga",-50.8378,-72.8319,446.0,"Temperatura",,0
362,"Lago General Carrera Fachinal","11521005-K","dga",-46.5425,-72.2267,18.0,"Temperatura",,0
394,"Río Grey antes Junta Serrano","12287001-4","dga",-51.1833,-73.0167,30.0,"Temperatura",,0
1297,"Futaleufú Ad.","430002","dmc",-43.18889,-71.85222,347.0,"Temperatura",20.37,100
330,"Negro en Chahuilco","10356001-2","dga",-40.7136,-73.2278,45.0,"Temperatura",,0
842,"Falda Verde","AG447","agromet",-26.299806,-70.624111,122.0,"Temperatura",18.79,100
37,"Calama","02110013-7","dga",-22.4494,-68.9044,2300.0,"Temperatura",,0
350,"Río Cisnes antes Junta Río Moro","11143001-2","dga",-44.6592,-71.8083,500.0,"Temperatura",,0
241,"Constitucion","07384002-3","dga",-35.3242,-72.4089,10.0,"Temperatura",,0
2,"Chungara Ajata","01010010-0","dga",-18.2353,-69.1833,4585.0,"Temperatura",,0
747,"San Nicolás","AG114","agromet",-36.517777778,-72.094444444,125.0,"Temperatura",24.85,100
1228,"RIO ITATA EN COELEMU","08141001-1","dga",-36.4669,-72.6911,43.0,"Temperatura",,0
1106,"San Sebastián","AG642","agromet",-38.435064,-72.399024,294.0,"Temperatura",18.05,100
695,"Ventisquero-Peralillo","AG230","agromet",-34.394444444,-71.445555556,136.0,"Temperatura",27.81,100
1321,"Puerto Ibañez","AG685","agromet",-46.278309,-71.941433,219.0,"Temperatura",18.9,100
791,"Freire","AG127","agromet",-38.971388889,-72.784166667,81.0,"Temperatura",,0
31,"Salado Embalse","02105020-2","dga",-22.2856,-68.2028,3200.0,"Temperatura",,0
481,"Instituto de la Patagonia (Jorge Schytte)","520012","dmc",-53.13,-70.8875,11.0,"Temperatura",10.48,100
1145,"Salamanca [Chillepín]","CEAZA_CHILL_Salamanca [Chillepín]","ceaza",-31.88563,-70.71395,887.0,"Temperatura",23.84,100
672,"San Pablo - DASA","AG304","agromet",-33.44222222,-70.74666667,491.0,"Temperatura",,0
1231,"RIO BUTAMALAL EN BUTAMALAL","08821002-6","dga",-37.8167,-73.25,52.0,"Temperatura",,0
869,"Vichuquen","AG413","agromet",-34.8549722,-72.0260556,10.0,"Temperatura",21.29,100
272,"Los Angeles","08334002-9","dga",-37.5022,-72.4083,129.0,"Temperatura",,0
1358,"Colina","yy:00:00:00:00:42","redmeteo",-33.226795,-70.671829,554.0,"Temperatura",26.26,100
760,"Marimenuco","AG313","agromet",-38.731667,-71.140833,1079.0,"Temperatura",16.07,100
887,"Los Despachos","AG167","agromet",-36.062114,-72.371438833,173.0,"Temperatura",25.93,100
1132,"Huintil","CEAZA_CHHT_Huintil","ceaza",-31.57331,-70.99815,590.0,"Temperatura",18.97,100
280,"Volcan Chillan","08374001-9","dga",-36.89361111111111,-71.41194444444444,2060.0,"Temperatura",,0
801,"Puerto Natales","AG209","agromet",-51.698366833,-72.483081833,109.0,"Temperatura",12.89,100
586,"La Petorca","AG382","agromet",-32.274509,-70.965538,455.0,"Temperatura",,0
1164,"Viña del Mar  Ad. (Torquemada)","320041","dmc",-32.94944,-71.47444,141.0,"Temperatura",16.55,100
359,"Glaciar San Rafael en Campo de Hielo Norte","11440001-7","dga",-46.70527777777778,-73.5936111111111,1189.0,"Temperatura",,0
321,"Cruces en Rucaco","10134001-5","dga",-39.55,-72.9,60.0,"Temperatura",,0
1427,"Chacabuco","AG736","agromet",-33.2488,-70.72322,523.0,"Temperatura",25.77,100
883,"Santa Sofia","AG168","agromet",-35.977643,-72.359864,153.0,"Temperatura",25.76,100
662,"Peldehue","AG438","agromet",-33.1471111,-70.6602222,713.0,"Temperatura",26.34,100
27,"Río San Pedro en Parshall 2","02103018-K","dga",-21.949325332067,-68.5164275951382,3312.0,"Temperatura",,0
219,"Canal Alimentador Digua","07331004-0","dga",-36.2361,-71.5325,0.0,"Temperatura",,0
636,"Isla de Maipo","AG55","agromet",-33.763888889,-70.886666667,349.0,"Temperatura",23.26,100
536,"Cerro Grande","AG323","agromet",-29.93849,-71.22358,519.0,"Temperatura",14.14,100
837,"Bodega","AG7","agromet",-27.343611111,-70.372777778,342.0,"Temperatura",20.83,100
630,"Vista Hermosa","AG208","agromet",-45.936818,-71.835341833,718.0,"Temperatura",13.93,100
1442,"María Dolores, Los Angeles Ad.","370033","dmc",-37.39694,-72.42389,118.0,"Temperatura",23.49,100
1439,"VP - Maule","AG749","agromet",-35.527889,-71.614778,140.0,"Temperatura",23.54,100
923,"Curacaví Ad.","330121","dmc",-33.41111111111111,-71.16777777777779,208.0,"Temperatura",24.1,100
29,"Salado S. Ayquina","02105002-4","dga",-22.2894,-68.3447,2980.0,"Temperatura",,0
1146,"Coquimbo [El Panul]","CEAZA_4_Coquimbo [El Panul]","ceaza",-29.99874,-71.39851999999999,122.0,"Temperatura",,0
301,"Malalcahuello","09120003-1","dga",-38.4703,-71.5753,950.0,"Temperatura",,0
98,"Río Illapel en el Peral","04726001-9","dga",-31.6647,-71.2547,0.0,"Temperatura",,0
1298,"Carlos Ibañez, Punta Arenas Ap.","520006","dmc",-53.00167,-70.83861,36.0,"Temperatura",10.78,100
99,"Río Choapa Aguas Arriba Estero la Canela","04730001-0","dga",-31.5836,-71.4606,40.0,"Temperatura",,0
781,"Pocoyan ","AG125","agromet",-38.9925,-73.098888889,29.0,"Temperatura",,0
1386,"Pichilemu","yy:00:00:00:00:5a","redmeteo",-34.40074,-72.00233,40.0,"Temperatura",,0
269,"Estero Paillihue en Ex Longitudinal Sur","08324002-4","dga",-37.4728,-72.3244,138.0,"Temperatura",,0
1295,"Melinka Ad.","430009","dmc",-43.89667,-73.74028,11.0,"Temperatura",15.3,93
1417,"Casa del Encanto","CEAZA_CDC_Casa del Encanto","ceaza",-31.417337,-70.589,3570.0,"Temperatura",,0
109,"Río Aconcagua en Río Blanco","05403002-9","dga",-32.9067,-70.3036,1420.0,"Temperatura",,0
1101,"Concha y Toro - Pencahue","AG625","agromet",-35.44522,-71.83436,66.0,"Temperatura",10.23,100
100,"Estero Pupio en el Romero","04810001-5","dga",-31.9481,-71.0747,570.0,"Temperatura",,0
70,"Copiapo","03450004-5","dga",-27.3772,-70.3308,385.0,"Temperatura",,0
1449,"Pta. Py - INACH","950010","dmc",-64.90528,-63.73722,78.0,"Temperatura",,0
577,"Garcés Silva","AG246","agromet",-33.681388889,-71.495833333,193.0,"Temperatura",,0
610,"Puchuncavi","AG398","agromet",-32.7310833,-71.4241389,21.0,"Temperatura",17.6,100
424,"Onaisin en Maria Cristina","12815001-3","dga",-53.3056,-69.2675,30.0,"Temperatura",,0
173,"Estero Chimbarongo en Ruta 5","06033011-5","dga",-34.7889,-71.0458,275.0,"Temperatura",,0
306,"Estero Botrolhue en Labranza","09129009-K","dga",-38.7639,-72.7542,64.0,"Temperatura",,0
554,"Falernia","AG211","agromet",-30.0275,-70.801666667,509.0,"Temperatura",,0
367,"Lago Cachet 2","11540000-2","dga",-47.1981,-73.25,427.0,"Temperatura",,0
426,"Río Caleta en Tierra Del Fuego","12820001-0","dga",-53.8586,-69.9989,280.0,"Temperatura",,0
462,"General Freire, Curicó Ad.","340031","dmc",-34.9664,-71.2167,230.0,"Temperatura",25.25,100
808,"Punta Arenas Rural","AG210","agromet",-53.068313,-70.873761,51.0,"Temperatura",10.33,100
841,"La Copa","AG582","agromet",-27.345439,-70.622009,188.0,"Temperatura",20.19,100
916,"Freirina Nicolasa","280010","dmc",-28.516944444444444,-71.01,156.0,"Temperatura",18.43,100
764,"Galvarino ","AG122","agromet",-38.359166667,-72.709722222,230.0,"Temperatura",18.82,100
41,"Río San Salvador en Nacimiento","02111005-1","dga",-22.447222222222223,-68.96055555555556,2210.0,"Temperatura",,0
860,"San Jorge Los Niches","AG491","agromet",-35.0918,-71.120579,305.0,"Temperatura",21.04,100
1437,"VP - Cauquenes","AG747","agromet",-35.759194,-72.069611,132.0,"Temperatura",24.56,100
701,"Luis Felipe Edwards","AG251","agromet",-34.693055556,-71.156944444,222.0,"Temperatura",,0
704,"Codegua Norte Ex Rancagua","AG61","agromet",-34.108888889,-70.639583333,524.0,"Temperatura",23.93,100
1403,"Los Angeles Centro","00:0e:c6:30:22:87","redmeteo",-37.466041,-72.359035,136.0,"Temperatura",23.36,100
166,"Estadio Peumo","06019007-0","dga",-34.39527777777778,-71.16222222222223,0.0,"Temperatura",,0
1233,"RIO FUI EN DESAGÜE LAGO PIRIHUEICO","10100002-8","dga",-39.8747,-71.8897,601.0,"Temperatura",,0
400,"Lago Anibal Pinto","12402000-K","dga",-52.0911,-72.4361,51.0,"Temperatura",,0
106,"Río Blanco en Río Blanco","05402001-5","dga",-32.9072,-70.2978,1420.0,"Temperatura",,0
211,"Maule Longitudinal","07322001-7","dga",-35.5575,-71.7067,90.0,"Temperatura",,0
1370,"Luis Felipe Edwards-Pumanque","AG691","agromet",-34.640893,-71.776318,89.0,"Temperatura",,0
816,"Azapa1","AG1","agromet",-18.509638889,-70.248055554,140.0,"Temperatura",,0
924,"Río Clarillo","330075","dmc",-33.72833333333333,-70.49666666666667,876.0,"Temperatura",,0
952,"Liceo Jean Buchanan","AG630","agromet",-34.3972892,-71.1646719,181.0,"Temperatura",25.86,100
761,"Dominguez","AG185","agromet",-38.918610833,-73.240278,104.0,"Temperatura",17.16,100
403,"Río Perez en Desembocadura","12452001-0","dga",-52.5492,-71.9747,20.0,"Temperatura",,0
678,"Conosur","AG233","agromet",-34.715555556,-71.038611111,304.0,"Temperatura",,0
346,"Castro 2","10901004-9","dga",-42.4794,-73.7742,20.0,"Temperatura",,0
218,"Digua Embalse","07331002-4","dga",-36.2558,-71.5481,390.0,"Temperatura",,0
655,"Melipilla","AG44","agromet",-33.65,-71.1,250.0,"Temperatura",23.03,100
1113,"NOS  Aguas Andinas","330115","dmc",-33.62083,-70.71167,555.0,"Temperatura",,0
795,"Gaby-Ranquilco","AG531","agromet",-38.116919,-72.883497,73.0,"Temperatura",20.63,100
943,"Estero Quilque en los Angeles","08366002-3","dga",-37.4561,-72.3272,144.0,"Temperatura",,0
939,"Mapocho Los Almendros","05722002-3","dga",-33.3703,-70.4508,966.0,"Temperatura",,0
592,"San Lorenzo","AG273","agromet",-32.43941683,-71.00296083,244.0,"Temperatura",21.26,100
452,"Juan Fernández, Estación Meteorológica.","330031","dmc",-33.6367,-78.835,40.0,"Temperatura",19.67,100
929,"Panguipulli","390029","dmc",-39.63444444444444,-72.34388888888888,229.0,"Temperatura",,0
624,"Coyhaique","AG143","agromet",-45.739722222,-72.125833333,291.0,"Temperatura",15.82,100
299,"Río Lumaco en Lumaco","09102001-7","dga",-38.15,-72.9,70.0,"Temperatura",,0
74,"Ne-7 Río Blanco Ante Junta Río Chollay","03803005-1","dga",-29.133333333333333,-70.13611111111112,0.0,"Temperatura",,0
279,"Polcura 4 Junta","08372002-6","dga",-37.1072,-71.2422,1319.0,"Temperatura",,0
268,"Río Duqueco en Cerrillos","08323001-0","dga",-37.5422,-72.3119,129.0,"Temperatura",,0
675,"Placilla Chacarilla","AG294","agromet",-34.641583,-71.135667,240.0,"Temperatura",24.44,100
76,"Río Carmen en el Corral","03814003-5","dga",-29.1094,-70.4139,2000.0,"Temperatura",,0
393,"Río Rincon","12286002-7","dga",-51.3139,-72.8292,36.0,"Temperatura",,0
510,"Monte Patria El Palqui","AG161","agromet",-30.774543833,-70.926831,505.0,"Temperatura",23.0,100
47,"Quebrada la Chimba","02240002-9","dga",-23.5586,-70.3953,33.0,"Temperatura",,0
553,"Llanos de Huanta","AG363","agromet",-29.82247,-70.34373,1776.0,"Temperatura",,0
865,"San Clemente","AG312","agromet",-35.531,-71.574,160.0,"Temperatura",23.87,100
1471," Ad. Ricardo García Posada, El Salvador","260010","dmc",-26.31305,-69.75139,1610.0,"Temperatura",,0
1286,"Viu Manent – Santa Cruz","AG650","agromet",-34.646111111,-71.313611111,178.0,"Temperatura",,0
1360,"Placilla de Peñuelas","yy:00:00:00:00:44","redmeteo",-33.124,-71.569,348.0,"Temperatura",18.63,100
1423,"Luis Felipe Edwards - Puquillay","AG725","agromet",-34.6799266,-71.1307992,701.0,"Temperatura",24.87,100
1452,"Base O\"Higgins - INACH","950013","dmc",-63.32167,-57.89778,1.0,"Temperatura",,0
946,"Monte Tronador en Casa Pangue","10451000-0","dga",-41.0675,-71.86749999999999,430.0,"Temperatura",,0
849,"Aresti","AG238","agromet",-35.151388889,-71.298055556,257.0,"Temperatura",11.9,100
954,"El Milagro, Buin","330160","dmc",-33.754444444444445,-70.76444444444445,460.0,"Temperatura",22.56,100
882,"El Aromo","AG254","agromet",-35.535555556,-71.598333333,150.0,"Temperatura",,0
357,"Río Aysen en Puerto Aysen","11342001-4","dga",-45.4058,-72.6231,32.0,"Temperatura",,0
838,"Copiapo","AG6","agromet",-27.345833333,-70.407777778,345.0,"Temperatura",21.13,100
1135,"Hurtado [Lavaderos]","CEAZA_LVD_Hurtado [Lavaderos]","ceaza",-30.3093,-70.62565,1462.0,"Temperatura",24.69,100
252,"Río Andalien en Puente Trinitarias","08220009-6","dga",-36.7988453799826,-72.9516848929346,25.0,"Temperatura",,0
30,"Linzor","02105016-4","dga",-22.2297,-68.0228,4100.0,"Temperatura",,0
552,"Paso Aguas Negras","AG341","agromet",-30.19137,-69.82546,4771.0,"Temperatura",4.05,100
1448,"Carvajal - INACH","950009","dmc",-67.77583,-68.88833,2.0,"Temperatura",,0
1316,"Las Puentes","AG670","agromet",-37.305126,-73.436712,126.0,"Temperatura",21.57,100
120,"Valparaíso","05510007-1","dga",-33.04138888888889,-71.60444444444444,44.0,"Temperatura",,0
205,"Rio Claro en San Carlos","07320003-2","dga",-35.6989,-71.0683,550.0,"Temperatura",,0
694,"Hacienda Araucano-Lolol","AG234","agromet",-34.727222222,-71.588888889,127.0,"Temperatura",22.17,100
158,"Canal Sauzal en Puente Termas","06008009-7","dga",-34.2403,-70.5506,750.0,"Temperatura",,0
1133,"Rivadavia","CEAZA_PYRV_Rivadavia","ceaza",-29.96173,-70.53908,900.0,"Temperatura",,0
1454,"Punta Armonía","950015","dmc",-62.30361,-59.19667,1.0,"Temperatura",,0
697,"El Arenal","AG389","agromet",-34.35575,-70.991278,264.0,"Temperatura",25.49,100
135,"Río Molina antes Junta San Francisco","05720001-4","dga",-33.3733,-70.3961,1158.0,"Temperatura",,0
316,"Río Tolten en Pitrufquen","09430001-0","dga",-38.9699256582574,-72.635884744199,94.0,"Temperatura",,0
227,"La Sexta de Longavi","07352002-9","dga",-36.1128,-71.6156,229.0,"Temperatura",,0
565,"La Pampa","AG198","agromet",-40.860638833,-73.156917,97.0,"Temperatura",17.87,100
569,"Ensenada","AG287","agromet",-41.233333333,-72.516111111,71.0,"Temperatura",18.17,100
322,"Río Cruces Ante Bocatoma Celco","10134004-K","dga",-39.5575,-72.8875,0.0,"Temperatura",,0
1217,"LOS PANGUILES","05744002-3","dga",-33.4386,-71.0256,195.0,"Temperatura",,0
434,"Río Robalo en Puerto Williams","12930001-9","dga",-54.9469,-67.6392,80.0,"Temperatura",,0
807,"Cerro Castillo","AG372","agromet",-51.176975,-72.435811,120.0,"Temperatura",13.62,100
693,"La Rosa – Oeste","AG228","agromet",-34.325,-71.239444444,154.0,"Temperatura",,0
1100,"Miraflores","AG628","agromet",-35.818051,-71.775019,113.0,"Temperatura",25.25,100
263,"BioBio en Rucalhue","08317001-8","dga",-37.7106,-71.9017,261.0,"Temperatura",,0
355,"Simpson Bajo Junta Coyhaique","11317001-8","dga",-45.5517,-72.0681,210.0,"Temperatura",,0
455,"Chorombo Hacienda","330076","dmc",-33.5258,-71.2283,145.0,"Temperatura",,0
1424,"Luis Felipe Edwards - Mantul","AG727","agromet",-35.9298435,-71.7748861,130.0,"Temperatura",23.5,100
1150,"Los Molles [Bocatoma]","CEAZA_LMBT_Los Molles [Bocatoma]","ceaza",-30.746,-70.41923,2543.0,"Temperatura",19.11,100
1305,"Guatin","02500028-5","dga",-22.761111111111113,-68.07277777777777,3155.0,"Temperatura",,0
602,"La Canela","AG386","agromet",-32.364917,-71.153144,162.0,"Temperatura",,0
1218,"MALLARAUCO","05745001-0","dga",-33.5697,-71.1061,180.0,"Temperatura",,0
134,"Pozo Asentamiento Aguila Sur","05715004-1","dga",-33.907777777777774,-70.73611111111111,403.0,"Temperatura",,0
595,"Paihuén","AG278","agromet",-32.37927783,-70.841622,503.0,"Temperatura",22.39,100
1482,"La Colonia","AG778","agromet",-37.288681,-72.59151,113.0,"Temperatura",24.49,100
1197,"VILCUYA","05410006-K","dga",-32.8603,-70.4719,1072.0,"Temperatura",,0
1171,"CAMIÑA","01611001-9","dga",-19.3136,-69.4172,2500.0,"Temperatura",,0
234,"Talca","07378004-7","dga",-35.419444444444444,-71.66055555555556,110.0,"Temperatura",,0
337,"Río Chico Ante Río Chamiza","10432003-1","dga",-41.4392,-72.8183,0.0,"Temperatura",,0
12,"Ticnamar en Angostura","01300009-3","dga",-18.5133,-69.5656,3010.0,"Temperatura",,0
172,"Canal Teno en Km. 13.465","06033009-3","dga",-34.8142,-71.0997,285.0,"Temperatura",,0
1290,"Río Ñuble en Confluencia","08119002-K","dga",-36.63722222222222,-72.45222222222222,20.0,"Temperatura",,0
399,"Puerto Natales","12293001-7","dga",-51.7336,-72.4781,45.0,"Temperatura",,0
125,"Río Maipo en San Alfonso","05704002-5","dga",-33.7347,-70.3008,1092.0,"Temperatura",,0
1361,"Trapén, Puerto Montt","zx:00:00:00:00:46","redmeteo",-41.511119,-73.097581,122.0,"Temperatura",,0
368,"Río Colonia en Nacimiento","11541000-8","dga",-47.3392,-73.1147,146.0,"Temperatura",,0
201,"Melado en Zona Presa","07317003-6","dga",-35.7544,-71.0864,525.0,"Temperatura",,0
281,"Cn Des C El Toro","08374002-7","dga",-37.3656,-71.4786,0.0,"Temperatura",,0
1333,"Sotaquimet","wl:1d:0a:00:eb:0c","redmeteo",-30.63089,-71.12373,280.1,"Temperatura",20.93,100
710,"STA. BRISILA","AG59","agromet",-34.298080556,-71.3238,126.0,"Temperatura",23.05,100
700,"Lolol","AG77","agromet",-34.713611111,-71.629722222,113.0,"Temperatura",24.02,100
1203,"ALGARROBO","05530005-4","dga",-33.4389,-71.6239,130.0,"Temperatura",,0
1189,"LOS LOROS","03430007-0","dga",-27.8317,-70.1119,933.0,"Temperatura",,0
213,"Cn Rest S2","07322005-K","dga",-35.6175,-71.5389,0.0,"Temperatura",,0
1276,"Mejillones","230022","dmc",-23.10917,-70.44056,31.0,"Temperatura",21.97,100
1122,"Punta Colorada","CEAZA_PC_Punta Colorada","ceaza",-29.35411,-71.03286,379.0,"Temperatura",,0
361,"Río Ibañez en Desembocadura","11505001-K","dga",-46.2692,-71.9908,220.0,"Temperatura",,0
845,"Longaví Sur","AG101","agromet",-35.953055556,-71.608055556,167.0,"Temperatura",23.02,100
35,"Captacion de Codelco en Linzor","02105035-0","dga",-22.2318279052731,-68.029177835531,4088.0,"Temperatura",,0
1475,"Las Naranjas","AG770","agromet",-30.8614346,-71.4093676,548.0,"Temperatura",20.87,100
1183,"RIO HUATACONDO EN COPAQUIRE","02113001-K","dga",-20.9333,-68.8833,3540.0,"Temperatura",,0
150,"Río Maipo en Cabimbao","05748001-7","dga",-33.7219,-71.555,35.0,"Temperatura",,0
160,"Estero de la Cadena antes Junta Río Cachapoal","06011001-8","dga",-34.1842,-70.8436,440.0,"Temperatura",,0
33,"Capatacion de Aguas Antofagasta en Toconce","02105033-4","dga",-22.2632178816383,-68.172798065897,0.0,"Temperatura",,0
11,"Belén","01300007-7","dga",-18.4669,-69.5167,3240.0,"Temperatura",,0
1224,"TUTUVEN EMBALSE","07337002-7","dga",-35.8967,-72.3736,172.0,"Temperatura",,0
632,"Casa Rivas (N.C.)","AG218","agromet",-33.506388889,-71.060833333,177.0,"Temperatura",,0
285,"Cn Collao","08375005-7","dga",-37.3022,-71.6467,490.0,"Temperatura",,0
1271,"Las Melosas Ruta de Nieve Fpp","05701010-K","dga",-33.86388888888889,-70.2725,3320.0,"Temperatura",,0
325,"Río Llollelhue en la Union","10313001-8","dga",-40.2667,-73.0833,20.0,"Temperatura",,0
275,"Cn Alto Polcura","08370006-8","dga",-37.2058,-71.2297,1450.0,"Temperatura",,0
940,"Lo Aguirre","07301000-4","dga",-35.9697,-70.5719,2000.0,"Temperatura",,0
1337,"Estación Biológica Senda Darwin, Ancud","zx:00:00:00:00:28","redmeteo",-41.8824927,-73.6759956,65.0,"Temperatura",,0
454,"Talagante","330071","dmc",-33.6736,-70.8475,390.0,"Temperatura",,0
391,"Lago el Toro en Estancia Paine","12285002-1","dga",-51.166666666666664,-72.95,46.0,"Temperatura",,0
872,"San Javier","AG105","agromet",-35.629722222,-71.603888889,162.0,"Temperatura",24.27,100
847,"Pencahue","AG95","agromet",-35.455833333,-71.772222222,66.0,"Temperatura",25.78,100
1159,"La Serena [CEAZA]","CEAZA_LSC_La Serena [CEAZA]","ceaza",-29.915020000000002,-71.24221,90.0,"Temperatura",17.19,100
708,"Ventisquero-Apalta","AG236","agromet",-34.608055556,-71.246944444,256.0,"Temperatura",,0
1384,"Escuela de Artillería Linares","350901","dmc",-35.83694,-71.59278,160.0,"Temperatura",24.32,100
718,"Ninhue","AG175","agromet",-36.398105,-72.395202833,88.0,"Temperatura",26.6,100
291,"Est. Hualqui Desembocadura","08393002-0","dga",-36.9825,-72.9414,30.0,"Temperatura",,0
438,"Escuela Mirasol, Puerto Montt","410027","dmc",-41.479,-72.968,100.0,"Temperatura",18.98,100
912,"Diego Aracena Iquique Ap.","200006","dmc",-20.539722222222224,-70.17861111111111,52.0,"Temperatura",23.51,53
1465,"Montes - Marchigue","AG752","agromet",-34.34059,-71.65213,175.0,"Temperatura",23.36,100
850,"Tres Esquinas","AG83","agromet",-35.144722222,-71.216111111,309.0,"Temperatura",20.82,100
1244,"RIO EXPLORADORES EN NACIMIENTO","11420000-K","dga",-46.50222222222222,-73.15055555555556,150.0,"Temperatura",,0
766,"Gorbea","AG129","agromet",-39.103055556,-72.615277778,110.0,"Temperatura",19.75,100
336,"Río Chamiza Ante Junta Río Chico","10432002-3","dga",-41.4417,-72.8089,8.0,"Temperatura",,0
1108,"Pid-Pid","AG634","agromet",-42.411747,-73.783913,84.0,"Temperatura",18.33,100
1192,"SAN FELIX","03815004-9","dga",-28.9311,-70.4614,1173.0,"Temperatura",,0
79,"Vallenar DGA","03823003-4","dga",-28.5861,-70.7397,420.0,"Temperatura",,0
763,"La Providencia","AG186","agromet",-38.289444,-72.611389,251.0,"Temperatura",19.07,100
148,"Industria Bata","05740008-0","dga",-33.67805555555555,-71.18361111111112,173.0,"Temperatura",,0
737,"Termas de Chillán","AG306","agromet",-36.90361111,-71.41,1716.0,"Temperatura",,0
748,"Punta Parra","AG178","agromet",-36.672393833,-72.964684,194.0,"Temperatura",22.57,100
852,"Rauco","AG91","agromet",-34.925,-71.283055556,208.0,"Temperatura",22.93,100
15,"Río Camarones en Conanoxa","01502002-4","dga",-19.0444,-69.9842,504.0,"Temperatura",,0
751,"Calama Rural","AG153","agromet",-22.471029833,-68.94298,2244.0,"Temperatura",19.57,100
255,"Puente la Junta","08308000-0","dga",-38.0661,-71.3497,755.0,"Temperatura",,0
1272,"Nirivilo","07341002-9","dga",-35.5389,-72.0914,200.0,"Temperatura",,0
446,"El Tololo","300034","dmc",-30.1683,-70.8036,2154.0,"Temperatura",,0
1216,"MELIPILLA","05740005-6","dga",-33.6803,-71.1997,271.0,"Temperatura",,0
798,"Tranapuente","AG192","agromet",-38.690832833,-73.353333,71.0,"Temperatura",16.7,100
753,"Caspana","AG261","agromet",-22.334515,-68.213597,3233.0,"Temperatura",15.63,100
249,"Estero Bellavista en Tomé","08210003-2","dga",-36.6394,-72.9503,7.0,"Temperatura",,0
90,"El Soldado","04700002-5","dga",-32.0067,-70.3214,3290.0,"Temperatura",,0
835,"Jotabeche","AG4","agromet",-27.588611111,-70.244722222,598.0,"Temperatura",,0
818,"Caleta Vitor","AG377","agromet",-18.781479,-70.283902,84.0,"Temperatura",22.9,100
516,"San Julián","AG14","agromet",-30.655277778,-71.318888889,266.0,"Temperatura",20.11,100
483,"Fuentes Martínez, Porvenir Ad.","530005","dmc",-53.1875,-70.3203,25.0,"Temperatura",11.55,100
487,"Santa Carla","AG269","agromet",-39.679571,-72.611389,230.0,"Temperatura",19.2,100
26,"Captacion de Codelco en Inacaliri","02103017-1","dga",-22.0354375007255,-68.0716823224048,4004.0,"Temperatura",,0
823,"Lago Chungará","AG145","agromet",-18.281824,-69.138499833,4564.0,"Temperatura",7.2,100
1139,"Rapel","CEAZA_RPL_Rapel","ceaza",-30.7228,-70.77249,862.0,"Temperatura",22.07,100
448,"Jardín Botánico (ex Parque Fauna), Viña del Mar","330006","dmc",-33.0492,-71.5017,50.0,"Temperatura",16.65,100
723,"Chiguayante","AG171","agromet",-36.91349,-73.035458,24.0,"Temperatura",22.92,100
282,"Río Polcura  A. Desc. Central el Toro","08375001-4","dga",-37.3333,-71.5336,710.0,"Temperatura",,0
1125,"Ovalle [Talhuén]","CEAZA_TLH_Ovalle [Talhuén]","ceaza",-30.592029999999998,-71.24797,292.0,"Temperatura",19.24,100
110,"Canal Colorado en Bocatoma","05404001-6","dga",-32.8347,-70.3533,1391.0,"Temperatura",,0
777,"Renaico","AG115","agromet",-37.726111111,-72.604722222,87.0,"Temperatura",23.15,100
